mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0022363662719726562,0.0004722050990190387,0.001600503921508789,0.0008004309890683437,0.001,l1,liblinear,"{'C': 0.001, 'penalty': 'l1', 'solver': 'liblinear'}",0.6585365853658537,0.6504065040650406,0.6504065040650406,0.6504065040650406,0.6557377049180327,0.6530987604958016,0.0034140504111071102,12,0.6517311608961304,0.6537678207739308,0.6537678207739308,0.6537678207739308,0.6524390243902439,0.6530947295216334,0.0008542159115287647
0.0022002220153808593,0.00039966295223430693,0.0013013839721679687,0.0005970753105944454,0.01,l1,liblinear,"{'C': 0.01, 'penalty': 'l1', 'solver': 'liblinear'}",0.6747967479674797,0.7317073170731707,0.7154471544715447,0.6991869918699187,0.6721311475409836,0.6986538717846196,0.023010632603220074,11,0.7046843177189409,0.6904276985743381,0.6945010183299389,0.6985743380855397,0.7052845528455285,0.6986943851108572,0.00574885111933072
0.0028005123138427736,0.000747385599341326,0.0024028301239013674,0.0011595794936517334,0.001,l2,liblinear,"{'C': 0.001, 'penalty': 'l2', 'solver': 'liblinear'}",0.7398373983739838,0.8048780487804879,0.7560975609756098,0.7073170731707317,0.7377049180327869,0.74916699986672,0.03200497085390621,10,0.7596741344195519,0.7433808553971487,0.7535641547861507,0.7657841140529531,0.7601626016260162,0.756513172056364,0.0076212181237303766
0.0023198604583740236,0.0005763817824441227,0.0012054920196533203,0.0002849295102843159,0.01,l2,liblinear,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8048780487804879,0.7398373983739838,0.7479674796747967,0.7704918032786885,0.7622284419565506,0.023644792347137504,9,0.7617107942973523,0.7576374745417516,0.7678207739307535,0.7718940936863544,0.7621951219512195,0.7642516516814862,0.005011549928749706
0.0024058341979980467,0.0005927108394797922,0.001718282699584961,0.0006227841228795352,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",0.7398373983739838,0.7967479674796748,0.7723577235772358,0.7398373983739838,0.7786885245901639,0.7654938024790084,0.022425606246087696,8,0.7780040733197556,0.7576374745417516,0.7718940936863544,0.7780040733197556,0.7682926829268293,0.7707664795588893,0.007543573198848682
0.00269465446472168,0.0007441136730241489,0.0011148929595947265,0.00022425405678201197,1.0,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.7398373983739838,0.8211382113821138,0.7398373983739838,0.7479674796747967,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.7820773930753564,0.7596741344195519,0.7841140529531568,0.7820773930753564,0.7764227642276422,0.7768731475502128,0.008973382325881745
0.002417182922363281,0.0006055571445360529,0.001399850845336914,0.0004898057873356946,100.0,l1,liblinear,"{'C': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7398373983739838,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.0023101329803466796,0.0004946407371818442,0.0010040283203125,4.84969411281247e-06,10.0,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7398373983739838,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.0021993637084960936,0.0004008072709296315,0.000999593734741211,5.56082906231432e-07,100.0,l2,liblinear,"{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7398373983739838,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.0026183128356933594,0.00037026572672311663,0.0009931087493896484,1.6618031509367526e-05,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.7317073170731707,0.8211382113821138,0.7560975609756098,0.7317073170731707,0.7950819672131147,0.7671464747434358,0.035579335724514397,3,0.780040733197556,0.7596741344195519,0.7820773930753564,0.7759674134419552,0.766260162601626,0.772803967347209,0.008527467257739339
0.002199220657348633,0.000747106861695175,0.001749420166015625,0.0007014157185975444,1.0,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7479674796747967,0.7868852459016393,0.7687591630014661,0.030897172203445032,1,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.0022351741790771484,0.0004739042924203515,0.0011998653411865235,0.00040118737874489434,10.0,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7479674796747967,0.7868852459016393,0.7687591630014661,0.030897172203445032,1,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
